project_id,publication_date,parsed_project_id,mw,poi_str,n_facilities_stated,n_findings_parsed,n_fid_resolved,total_cost_usd,n_queue_ahead,warnings,template
Q21-1839,2022-11-15,Q21-1839,161.3,,31.0,31,31,9448000.0,581.0,,A
Q21-1844,2022-12-04,Q21-1844,67.7,,2.0,2,2,5179000.0,585.0,,A
Q21-1869,2022-12-01,Q21-1869,54.9,,,0,0,0.0,,,C
Q21-1906,2022-11-23,Q21-1906,406.5,,25.0,25,24,62682000.0,644.0,,B
Q21-1909,2022-12-01,Q21-1909,500.0,,25.0,25,24,19356000.0,647.0,,C
Q21-1914,2022-11-19,Q21-1914,84.0,,,0,0,0.0,,,A
Q21-1915,2022-11-25,Q21-1915,123.3,,1.0,1,1,981000.0,652.0,,C
Q21-1921,2022-11-24,Q21-1921,247.4,,25.0,25,24,31771000.0,,,A
Q21-1947,2022-11-26,Q21-1947,138.8,,11.0,11,11,669000.0,,,A
Q22-1985,2022-11-21,Q22-1985,181.2,,25.0,25,25,16887000.0,,,A
Q20-1595,2022-12-15,Q20-1595,71.7,,,0,0,0.0,,,A
Q20-1628,2022-12-28,Q20-1628,211.3,,1.0,1,1,11847000.0,387.0,,B
Q21-1656,2022-12-17,Q21-1656,10.5,,,0,0,0.0,409.0,,A
Q21-1658,2022-12-30,Q21-1658,299.6,,9.0,9,9,7287000.0,,,A
Q21-1667,2022-12-24,Q21-1667,281.0,,,0,0,0.0,,,A
Q21-1670,2022-12-25,Q21-1670,112.4,,,0,0,0.0,423.0,,A
Q21-1697,2022-12-22,Q21-1697,65.3,,10.0,10,10,16628000.0,,,A
Q21-1701,2022-12-28,Q21-1701,31.5,,,0,0,0.0,448.0,,A
Q21-1725,2022-12-30,Q21-1725,177.4,,7.0,7,7,10009000.0,470.0,,A
Q21-1736,2023-01-01,Q21-1736,36.9,,,0,0,0.0,,,A
Q21-1755,2022-12-17,Q21-1755,74.9,,6.0,6,6,452000.0,,,A
Q21-1796,2022-12-16,Q21-1796,180.0,,,0,0,0.0,,,A
Q21-1799,2022-12-27,Q21-1799,202.5,,17.0,17,17,34703000.0,533.0,,A
Q21-1800,2022-12-22,Q21-1800,566.9,,22.0,22,22,55516000.0,,,C
Q21-1830,2022-12-23,Q21-1830,41.5,,7.0,7,7,1692000.0,560.0,,C
Q21-1845,2022-12-18,Q21-1845,74.1,,,0,0,0.0,,,A
Q21-1853,2022-12-20,Q21-1853,50.2,,2.0,2,2,906000.0,580.0,,C
Q21-1865,2022-12-20,Q21-1865,52.8,,,0,0,0.0,,,C
Q21-1881,2022-12-25,Q21-1881,105.4,,4.0,4,4,2103000.0,,,A
Q21-1889,2022-12-25,Q21-1889,1053.5,,17.0,17,16,54358000.0,,,C
Q21-1897,2022-12-31,Q21-1897,48.7,,11.0,11,9,7368000.0,,,A
Q21-1923,2022-12-22,Q21-1923,126.6,,2.0,2,2,700000.0,646.0,,A
Q21-1928,2022-12-22,Q21-1928,144.2,,11.0,11,11,6422000.0,,,B
Q21-1944,2022-12-21,Q21-1944,286.0,,4.0,4,4,771000.0,664.0,,C
Q21-1961,2022-12-25,Q21-1961,115.7,,,0,0,0.0,,,C
Q21-1964,2022-12-29,Q21-1964,105.4,,4.0,4,4,6797000.0,,,A
Q21-1968,2022-12-31,Q21-1968,47.0,,2.0,2,2,275000.0,,,A
Q22-1983,2022-12-25,Q22-1983,435.1,,7.0,7,7,72749000.0,,,C
Q22-1984,2022-12-18,Q22-1984,1247.0,,6.0,6,6,138789000.0,,,C
Q22-1987,2022-12-18,Q22-1987,180.9,,18.0,18,18,5828000.0,,,A
Q20-1633,2023-01-24,Q20-1633,210.5,,12.0,12,12,16346000.0,,,C
Q21-1650,2023-01-25,Q21-1650,105.4,,,0,0,0.0,,,A
Q21-1711,2023-01-25,Q21-1711,90.1,,,0,0,0.0,,,C
Q21-1731,2023-01-26,Q21-1731,104.0,,2.0,2,2,915000.0,,,A
Q21-1771,2023-01-31,Q21-1771,141.4,,,0,0,0.0,,,A
Q21-1793,2023-02-02,Q21-1793,123.8,,18.0,18,16,101852000.0,,,C
Q21-1811,2023-01-27,Q21-1811,70.3,,,0,0,0.0,,,A
Q21-1814,2023-02-03,Q21-1814,151.5,,,0,0,0.0,531.0,,C
Q21-1817,2023-01-20,Q21-1817,639.4,,2.0,2,2,21674000.0,,,A
Q21-1843,2023-01-24,Q21-1843,82.3,,17.0,17,13,4584000.0,554.0,,C
Q21-1855,2023-01-18,Q21-1855,82.2,,,0,0,0.0,,,B
Q21-1870,2023-02-01,Q21-1870,177.5,,9.0,9,9,14589000.0,580.0,,A
Q21-1886,2023-01-22,Q21-1886,1415.6,,,0,0,0.0,,,A
Q21-1896,2023-01-27,Q21-1896,60.8,,,0,0,0.0,,,C
Q21-1911,2023-02-02,Q21-1911,126.3,,1.0,1,1,120000.0,,,A
Q21-1952,2023-01-18,Q21-1952,274.9,,25.0,25,25,32073000.0,,,C
Q21-1958,2023-01-20,Q21-1958,131.5,,,0,0,0.0,659.0,,C
Q21-1959,2023-01-22,Q21-1959,79.9,,3.0,3,3,245000.0,,,A
Q22-1989,2023-01-22,Q22-1989,106.3,,2.0,2,2,868000.0,,,C
Q22-2011,2023-01-26,Q22-2011,230.2,,4.0,4,4,210000.0,,,B
Q22-2014,2023-01-27,Q22-2014,128.4,,,0,0,0.0,,,A
Q21-1642,2023-02-18,Q21-1642,135.6,,,0,0,0.0,,,A
Q21-1653,2023-02-15,Q21-1653,213.4,,4.0,4,4,1482000.0,374.0,,A
Q21-1660,2023-02-28,Q21-1660,118.0,,9.0,9,9,10411000.0,381.0,,C
Q21-1684,2023-02-28,Q21-1684,459.1,,1.0,1,1,1524000.0,402.0,,A
Q21-1694,2023-02-28,Q21-1694,136.4,,,0,0,0.0,,,C
Q21-1716,2023-02-26,Q21-1716,256.5,,8.0,8,8,24820000.0,,,B
Q21-1721,2023-02-23,Q21-1721,216.0,,,0,0,0.0,433.0,,A
Q21-1770,2023-02-22,Q21-1770,249.7,,16.0,16,16,104607000.0,472.0,,A
Q21-1772,2023-02-18,Q21-1772,80.5,,,0,0,0.0,,,C
Q21-1781,2023-02-19,Q21-1781,306.1,,12.0,12,12,30658000.0,482.0,,C
Q21-1782,2023-02-17,Q21-1782,205.7,,5.0,5,5,3565000.0,,,A
Q21-1788,2023-03-04,Q21-1788,104.3,,,0,0,0.0,489.0,,C
Q21-1849,2023-02-25,Q21-1849,304.1,,,0,0,0.0,,,A
Q21-1863,2023-02-25,Q21-1863,275.6,,11.0,11,9,53236000.0,552.0,,A
Q21-1872,2023-02-24,Q21-1872,42.6,,7.0,7,7,264000.0,562.0,,A
Q21-1877,2023-03-04,Q21-1877,181.9,,1.0,1,1,215000.0,,,A
Q21-1880,2023-03-06,Q21-1880,124.2,,2.0,2,2,4727000.0,,,B
Q21-1917,2023-02-20,Q21-1917,145.5,,,0,0,0.0,604.0,,C
Q21-1941,2023-03-01,Q21-1941,63.0,,2.0,2,2,6593000.0,,,A
Q22-2034,2023-03-01,Q22-2034,76.5,,21.0,21,21,5222000.0,,,A
Q22-2036,2023-02-20,Q22-2036,114.3,,1.0,1,1,998000.0,711.0,,B
Q21-1655,2023-03-18,Q21-1655,108.3,,1.0,1,1,2349000.0,362.0,,A
Q21-1666,2023-03-29,Q21-1666,43.8,,1.0,1,1,140000.0,,,C
Q21-1676,2023-03-22,Q21-1676,138.1,,,0,0,0.0,381.0,,A
Q21-1679,2023-03-15,Q21-1679,166.7,,,0,0,0.0,,,A
Q21-1723,2023-03-28,Q21-1723,305.2,,,0,0,0.0,419.0,,C
Q21-1730,2023-04-02,Q21-1730,150.1,,,0,0,0.0,426.0,,A
Q21-1754,2023-03-26,Q21-1754,290.6,,5.0,5,5,7103000.0,,,A
Q21-1801,2023-03-23,Q21-1801,87.1,,,0,0,0.0,,,A
Q21-1815,2023-03-15,Q21-1815,121.0,,13.0,13,10,2904000.0,496.0,,C
Q21-1816,2023-03-22,Q21-1816,75.5,,,0,0,0.0,497.0,,A
Q21-1837,2023-03-17,Q21-1837,75.5,,7.0,7,5,87000.0,,,A
Q21-1856,2023-03-26,Q21-1856,171.5,,3.0,3,3,14819000.0,,,A
Q21-1857,2023-04-01,Q21-1857,314.0,,4.0,4,4,10030000.0,531.0,,C
Q21-1866,2023-03-26,Q21-1866,149.5,,13.0,13,13,109120000.0,539.0,,A
Q21-1891,2023-03-20,Q21-1891,130.7,,1.0,1,1,5217000.0,,,A
Q21-1902,2023-03-22,Q21-1902,1378.2,,,0,0,0.0,,,C
Q21-1916,2023-03-17,Q21-1916,154.5,,,0,0,0.0,,,A
Q21-1922,2023-03-21,Q21-1922,241.1,,2.0,2,2,4065000.0,,,C
Q22-2018,2023-03-19,Q22-2018,87.5,,17.0,17,16,8708000.0,,,A
Q22-2037,2023-04-02,Q22-2037,164.6,,,0,0,0.0,,,C
Q22-2051,2023-03-31,Q22-2051,113.1,,1.0,1,1,870000.0,,,A
Q22-2057,2023-03-24,Q22-2057,1500.0,,1.0,1,1,2245000.0,711.0,,A
Q22-2064,2023-03-28,Q22-2064,94.1,,18.0,18,16,3653000.0,,,C
Q22-2069,2023-03-15,Q22-2069,111.0,,1.0,1,1,34000.0,724.0,,C
Q22-2084,2023-03-16,Q22-2084,89.4,,2.0,2,2,165000.0,738.0,,B
Q21-1745,2023-05-04,Q21-1745,20.3,,,0,0,0.0,,,A
Q21-1753,2023-04-21,Q21-1753,182.4,,9.0,9,6,12429000.0,429.0,,C
Q21-1783,2023-04-27,Q21-1783,63.9,,,0,0,0.0,454.0,,C
Q21-1790,2023-04-30,Q21-1790,143.0,,3.0,3,2,6136000.0,460.0,,A
Q21-1821,2023-04-21,Q21-1821,500.0,,26.0,26,26,31767000.0,,,A
Q21-1827,2023-04-29,Q21-1827,89.6,,13.0,13,9,17721000.0,,,A
Q21-1883,2023-04-17,Q21-1883,262.7,,,0,0,0.0,540.0,,A
Q21-1957,2023-04-21,Q21-1957,264.7,,11.0,11,9,15909000.0,,,C
Q21-1963,2023-04-20,Q21-1963,51.6,,,0,0,0.0,,,A
Q21-1967,2023-05-04,Q21-1967,154.0,,9.0,9,9,29367000.0,,,C
Q22-1971,2023-04-24,Q22-1971,128.9,,,0,0,0.0,,,C
Q22-1973,2023-04-28,Q22-1973,127.4,,23.0,23,23,19321000.0,619.0,,A
Q22-1975,2023-04-18,Q22-1975,107.5,,1.0,1,1,7009000.0,,,B
Q22-1988,2023-04-29,Q22-1988,44.4,,22.0,22,22,3380000.0,,,A
Q22-1994,2023-04-15,Q22-1994,351.4,,,0,0,0.0,,,A
Q22-2026,2023-05-04,Q22-2026,163.5,,21.0,21,21,18383000.0,,,B
Q22-2038,2023-04-16,Q22-2038,78.6,,1.0,1,1,41000.0,678.0,,B
Q22-2070,2023-05-02,Q22-2070,385.2,,29.0,29,29,152190000.0,709.0,,B
Q22-2082,2023-04-21,Q22-2082,113.1,,,0,0,0.0,720.0,,C
Q22-2087,2023-04-23,Q22-2087,120.3,,8.0,8,7,10136000.0,,,B
Q22-2096,2023-04-17,Q22-2096,27.2,,5.0,5,5,299000.0,,,A
Q22-2101,2023-04-15,Q22-2101,260.8,,14.0,14,14,45045000.0,,,C
Q21-1708,2023-05-22,Q21-1708,78.3,,,0,0,0.0,,,C
Q21-1709,2023-06-03,Q21-1709,339.8,,,0,0,0.0,374.0,,C
Q21-1717,2023-05-18,Q21-1717,199.6,,14.0,14,14,67683000.0,,,B
Q21-1728,2023-05-20,Q21-1728,115.8,,2.0,2,2,1930000.0,,,C
Q21-1743,2023-05-30,Q21-1743,203.2,,,0,0,0.0,405.0,,C
Q21-1780,2023-05-15,Q21-1780,176.3,,,0,0,0.0,,,A
Q21-1784,2023-05-24,Q21-1784,143.0,,,0,0,0.0,437.0,,C
Q21-1787,2023-05-25,Q21-1787,107.0,,6.0,6,4,3209000.0,439.0,,C
Q21-1809,2023-05-15,Q21-1809,343.8,,2.0,2,2,8071000.0,,,A
Q21-1824,2023-06-02,Q21-1824,331.6,,,0,0,0.0,468.0,,A
Q21-1841,2023-05-23,Q21-1841,176.9,,,0,0,0.0,483.0,,B
Q21-1847,2023-05-16,Q21-1847,194.8,,8.0,8,5,3524000.0,489.0,,C
Q21-1854,2023-06-02,Q21-1854,1500.0,,3.0,3,3,16465000.0,,,A
Q21-1875,2023-05-25,Q21-1875,148.4,,,0,0,0.0,,,A
Q21-1894,2023-05-15,Q21-1894,155.8,,2.0,2,2,15191000.0,,,C
Q21-1920,2023-05-18,Q21-1920,130.2,,1.0,1,1,266000.0,,,C
Q21-1931,2023-05-24,Q21-1931,82.2,,13.0,13,13,15421000.0,,,A
Q21-1934,2023-05-30,Q21-1934,92.3,,12.0,12,12,54359000.0,565.0,,A
Q21-1939,2023-05-28,Q21-1939,396.5,,2.0,2,2,1853000.0,,,C
Q21-1942,2023-05-19,Q21-1942,58.3,,,0,0,0.0,571.0,,C
Q22-2013,2023-05-27,Q22-2013,1500.0,,6.0,6,6,101053000.0,,,A
Q22-2017,2023-05-21,Q22-2017,670.5,,6.0,6,6,41506000.0,,,A
Q22-2023,2023-05-19,Q22-2023,344.1,,2.0,2,2,2126000.0,,,C
Q22-2031,2023-05-20,Q22-2031,135.1,,12.0,12,11,27613000.0,649.0,,A
Q22-2048,2023-05-29,Q22-2048,25.5,,,0,0,0.0,665.0,,C
Q22-2049,2023-06-01,Q22-2049,165.3,,17.0,17,16,56089000.0,,,C
Q22-2073,2023-05-15,Q22-2073,175.2,,,0,0,0.0,,,A
Q22-2080,2023-05-27,Q22-2080,165.4,,,0,0,0.0,696.0,,A
Q22-2083,2023-05-22,Q22-2083,203.7,,5.0,5,4,3874000.0,698.0,,A
Q22-2088,2023-06-02,Q22-2088,169.5,,15.0,15,15,17947000.0,,,C
Q22-2114,2023-05-30,Q22-2114,69.7,,8.0,8,8,9946000.0,,,A
Q22-2115,2023-05-29,Q22-2115,637.6,,20.0,20,20,50579000.0,728.0,,B
Q21-1756,2023-06-15,Q21-1756,80.0,,,0,0,0.0,396.0,,A
Q21-1761,2023-06-24,Q21-1761,1026.8,,5.0,5,5,50773000.0,,,A
Q21-1822,2023-06-24,Q21-1822,87.4,,1.0,1,1,67000.0,449.0,,A
Q21-1823,2023-06-19,Q21-1823,60.7,,,0,0,0.0,449.0,,C
Q21-1846,2023-06-19,Q21-1846,250.7,,10.0,10,10,62970000.0,469.0,,A
Q21-1871,2023-06-20,Q21-1871,174.7,,13.0,13,13,28420000.0,489.0,,C
Q21-1879,2023-06-25,Q21-1879,158.3,,1.0,1,1,5512000.0,,,C
Q21-1888,2023-06-25,Q21-1888,48.2,,,0,0,0.0,,,C
Q21-1893,2023-07-01,Q21-1893,116.2,,2.0,2,1,1083000.0,,,A
Q21-1907,2023-06-25,Q21-1907,57.9,,,0,0,0.0,,,A
Q21-1929,2023-06-28,Q21-1929,429.0,,2.0,2,2,3532000.0,,,C
Q21-1954,2023-06-30,Q21-1954,168.5,,,0,0,0.0,560.0,,A
Q22-1982,2023-06-18,Q22-1982,102.8,,,0,0,0.0,,,A
Q22-2002,2023-06-25,Q22-2002,238.6,,,0,0,0.0,,,A
Q22-2077,2023-07-04,Q22-2077,79.7,,4.0,4,4,667000.0,,,A
Q22-2081,2023-07-03,Q22-2081,451.8,,1.0,1,1,461000.0,673.0,,A
Q22-2092,2023-06-21,Q22-2092,109.3,,,0,0,0.0,683.0,,C
Q22-2097,2023-07-03,Q22-2097,1023.0,,25.0,25,25,181263000.0,,,A
Q22-2105,2023-07-01,Q22-2105,321.9,,2.0,2,2,2017000.0,694.0,,B
Q22-2127,2023-06-22,Q22-2127,820.9,,25.0,25,25,112606000.0,,,A
Q22-2147,2023-07-04,Q22-2147,726.2,,12.0,12,12,26262000.0,,,C
Q21-1766,2023-07-24,Q21-1766,163.6,,,0,0,0.0,,,A
Q21-1789,2023-07-27,Q21-1789,20.8,,1.0,1,1,618000.0,406.0,,C
Q21-1794,2023-07-24,Q21-1794,159.4,,1.0,1,1,1444000.0,409.0,,B
Q21-1802,2023-07-16,Q21-1802,203.7,,3.0,3,3,7957000.0,,,C
Q21-1818,2023-07-19,Q21-1818,275.8,,2.0,2,2,2130000.0,,,A
Q21-1835,2023-08-03,Q21-1835,106.9,,,0,0,0.0,443.0,,A
Q21-1850,2023-07-24,Q21-1850,88.9,,14.0,14,14,20631000.0,,,A
Q21-1851,2023-07-21,Q21-1851,277.3,,1.0,1,1,902000.0,455.0,,A
Q21-1876,2023-07-20,Q21-1876,72.8,,4.0,4,4,1573000.0,477.0,,C
Q21-1878,2023-07-20,Q21-1878,474.4,,,0,0,0.0,,,C
Q21-1884,2023-07-23,Q21-1884,137.3,,,0,0,0.0,484.0,,B
Q21-1900,2023-08-02,Q21-1900,82.6,,,0,0,0.0,,,C
Q21-1901,2023-08-03,Q21-1901,61.3,,,0,0,0.0,,,C
Q21-1908,2023-07-18,Q21-1908,105.1,,,0,0,0.0,506.0,,B
Q21-1938,2023-08-01,Q21-1938,50.3,,2.0,2,2,280000.0,,,A
Q21-1940,2023-07-25,Q21-1940,179.3,,,0,0,0.0,,,C
Q21-1960,2023-07-16,Q21-1960,187.5,,9.0,9,9,18255000.0,,,A
Q21-1970,2023-08-03,Q21-1970,285.6,,,0,0,0.0,556.0,,A
Q22-1972,2023-07-25,Q22-1972,212.7,,5.0,5,5,12928000.0,558.0,,A
Q22-1977,2023-07-18,Q22-1977,129.9,,31.0,31,31,32679000.0,,,C
Q22-1980,2023-07-15,Q22-1980,206.4,,,0,0,0.0,,,C
Q22-1981,2023-07-30,Q22-1981,112.7,,,0,0,0.0,566.0,,A
Q22-2010,2023-07-16,Q22-2010,87.5,,1.0,1,1,2041000.0,,,A
Q22-2050,2023-07-29,Q22-2050,106.6,,10.0,10,10,6224000.0,626.0,,A
Q22-2126,2023-08-02,Q22-2126,475.0,,17.0,17,14,6106000.0,,,C
Q22-2140,2023-07-20,Q22-2140,180.6,,9.0,9,8,3801000.0,708.0,,C
Q22-2149,2023-07-30,Q22-2149,133.4,,1.0,1,1,1985000.0,,,C
Q22-2167,2023-07-17,Q22-2167,167.1,,49.0,49,48,51761000.0,,,A
Q22-2174,2023-07-30,Q22-2174,154.5,,8.0,8,8,16811000.0,741.0,,C
Q21-1805,2023-08-31,Q21-1805,104.1,,,0,0,0.0,402.0,,C
Q21-1828,2023-09-02,Q21-1828,133.5,,,0,0,0.0,421.0,,B
Q21-1829,2023-08-23,Q21-1829,149.3,,1.0,1,1,3260000.0,422.0,,A
Q21-1874,2023-08-25,Q21-1874,145.6,,,0,0,0.0,458.0,,A
Q21-1885,2023-08-27,Q21-1885,140.6,,,0,0,0.0,,,A
Q21-1899,2023-08-26,Q21-1899,144.6,,3.0,3,3,1416000.0,,,C
Q21-1903,2023-08-27,Q21-1903,843.2,,,0,0,0.0,,,C
Q21-1951,2023-08-29,Q21-1951,63.4,,,0,0,0.0,,,A
Q21-1955,2023-08-24,Q21-1955,127.5,,,0,0,0.0,,,A
Q21-1969,2023-08-29,Q21-1969,159.0,,,0,0,0.0,,,A
Q22-1976,2023-08-27,Q22-1976,157.7,,20.0,20,20,56277000.0,,,B
Q22-2016,2023-08-23,Q22-2016,69.8,,1.0,1,1,12000.0,,,C
Q22-2032,2023-08-28,Q22-2032,259.9,,43.0,43,41,69281000.0,594.0,,B
Q22-2055,2023-08-16,Q22-2055,351.5,,6.0,6,6,26257000.0,,,A
Q22-2060,2023-08-21,Q22-2060,682.5,,16.0,16,15,55895000.0,,,A
Q22-2062,2023-08-24,Q22-2062,204.9,,6.0,6,6,2383000.0,,,C
Q22-2065,2023-08-30,Q22-2065,50.3,,1.0,1,1,911000.0,622.0,,A
Q22-2112,2023-09-02,Q22-2112,46.1,,,0,0,0.0,,,A
Q22-2116,2023-08-15,Q22-2116,57.5,,23.0,23,23,26501000.0,669.0,,A
Q22-2125,2023-08-22,Q22-2125,240.9,,7.0,7,7,2823000.0,,,B
Q22-2197,2023-08-15,Q22-2197,78.9,,8.0,8,8,17912000.0,745.0,,A
Q21-1832,2023-10-04,Q21-1832,76.8,,10.0,10,10,15798000.0,416.0,,A
Q21-1838,2023-09-28,Q21-1838,500.0,,27.0,27,25,74232000.0,,,C
Q21-1892,2023-09-20,Q21-1892,264.0,,6.0,6,6,6796000.0,,,B
Q21-1930,2023-09-25,Q21-1930,99.9,,,0,0,0.0,,,C
Q21-1937,2023-10-02,Q21-1937,76.0,,4.0,4,4,865000.0,,,A
Q22-1974,2023-10-04,Q22-1974,137.0,,5.0,5,3,527000.0,,,B
Q22-1991,2023-09-24,Q22-1991,87.5,,4.0,4,4,2420000.0,,,A
Q22-1999,2023-10-02,Q22-1999,136.6,,3.0,3,3,4746000.0,,,B
Q22-2006,2023-09-19,Q22-2006,51.2,,1.0,1,1,36000.0,561.0,,A
Q22-2090,2023-09-28,Q22-2090,169.4,,,0,0,0.0,634.0,,B
Q22-2095,2023-09-22,Q22-2095,112.0,,5.0,5,5,216000.0,641.0,,A
Q22-2103,2023-09-23,Q22-2103,74.0,,,0,0,0.0,,,A
Q22-2143,2023-09-17,Q22-2143,65.8,,,0,0,0.0,683.0,,A
Q22-2160,2023-10-02,Q22-2160,55.4,,,0,0,0.0,699.0,,A
Q22-2163,2023-10-03,Q22-2163,24.2,,,0,0,0.0,703.0,,A
Q22-2168,2023-09-26,Q22-2168,70.6,,13.0,13,13,9067000.0,,,A
Q22-2173,2023-09-27,Q22-2173,47.7,,,0,0,0.0,,,A
Q22-2205,2023-09-20,Q22-2205,88.0,,5.0,5,4,2118000.0,,,A
Q22-2223,2023-09-17,Q22-2223,60.0,,1.0,1,1,15000.0,,,A
Q21-1862,2023-10-17,Q21-1862,255.0,,6.0,6,6,29913000.0,423.0,,A
Q21-1895,2023-10-28,Q21-1895,1232.9,,25.0,25,25,59868000.0,,,A
Q21-1904,2023-10-27,Q21-1904,70.1,,,0,0,0.0,,,A
Q21-1919,2023-10-24,Q21-1919,163.3,,1.0,1,1,1225000.0,473.0,,B
Q21-1962,2023-11-03,Q21-1962,141.1,,2.0,2,2,241000.0,,,A
Q21-1966,2023-10-25,Q21-1966,56.6,,1.0,1,1,47000.0,,,A
Q22-1979,2023-10-29,Q22-1979,255.5,,4.0,4,4,20912000.0,,,C
Q22-2005,2023-10-19,Q22-2005,115.7,,,0,0,0.0,,,A
Q22-2007,2023-11-01,Q22-2007,182.4,,,0,0,0.0,546.0,,A
Q22-2027,2023-11-01,Q22-2027,40.7,,18.0,18,18,14076000.0,,,A
Q22-2044,2023-10-20,Q22-2044,193.8,,1.0,1,1,645000.0,,,A
Q22-2058,2023-10-29,Q22-2058,187.6,,25.0,25,25,16398000.0,,,A
Q22-2075,2023-10-16,Q22-2075,273.4,,22.0,22,22,111117000.0,,,B
Q22-2108,2023-10-27,Q22-2108,107.1,,14.0,14,14,63879000.0,,,C
Q22-2122,2023-10-27,Q22-2122,196.2,,,0,0,0.0,,,C
Q22-2123,2023-10-30,Q22-2123,78.9,,7.0,7,6,11494000.0,648.0,,B
Q22-2128,2023-10-15,Q22-2128,120.8,,12.0,12,12,26699000.0,,,A
Q22-2130,2023-10-19,Q22-2130,140.7,,9.0,9,9,4887000.0,655.0,,C
Q22-2144,2023-11-02,Q22-2144,393.1,,,0,0,0.0,666.0,,C
Q22-2178,2023-10-31,Q22-2178,178.4,,2.0,2,2,486000.0,,,B
Q22-2186,2023-10-19,Q22-2186,55.5,,,0,0,0.0,,,C
Q22-2196,2023-10-15,Q22-2196,163.4,,5.0,5,5,672000.0,,,A
Q22-2210,2023-10-26,Q22-2210,359.4,,1.0,1,1,88000.0,,,A
Q22-2269,2023-11-03,Q22-2269,260.1,,6.0,6,6,6330000.0,,,C
Q21-1935,2023-11-15,Q21-1935,115.3,,1.0,1,1,661000.0,,,A
Q22-1990,2023-12-04,Q22-1990,111.0,,26.0,26,26,34250000.0,,,C
Q22-1992,2023-11-29,Q22-1992,54.2,,2.0,2,2,351000.0,508.0,,C
Q22-1998,2023-12-02,Q22-1998,191.2,,1.0,1,1,404000.0,513.0,,A
Q22-2004,2023-12-02,Q22-2004,54.4,,20.0,20,20,10440000.0,,,C
Q22-2009,2023-12-03,Q22-2009,179.9,,,0,0,0.0,,,A
Q22-2022,2023-11-30,Q22-2022,95.6,,,0,0,0.0,533.0,,A
Q22-2029,2023-11-29,Q22-2029,176.1,,8.0,8,8,4741000.0,540.0,,B
Q22-2043,2023-11-18,Q22-2043,60.6,,,0,0,0.0,,,A
Q22-2046,2023-12-01,Q22-2046,64.8,,6.0,6,6,1864000.0,,,C
Q22-2047,2023-11-22,Q22-2047,151.9,,,0,0,0.0,,,A
Q22-2059,2023-11-28,Q22-2059,144.2,,32.0,32,32,104745000.0,,,A
Q22-2086,2023-11-16,Q22-2086,123.8,,,0,0,0.0,,,A
Q22-2098,2023-11-17,Q22-2098,89.8,,,0,0,0.0,601.0,,A
Q22-2134,2023-11-27,Q22-2134,20.3,,6.0,6,6,198000.0,632.0,,C
Q22-2157,2023-11-17,Q22-2157,94.6,,6.0,6,6,1659000.0,652.0,,B
Q22-2161,2023-11-18,Q22-2161,168.1,,,0,0,0.0,,,C
Q22-2190,2023-11-15,Q22-2190,82.0,,2.0,2,2,3473000.0,683.0,,B
Q22-2191,2023-11-15,Q22-2191,190.5,,11.0,11,9,12109000.0,,,C
Q22-2218,2023-11-16,Q22-2218,121.8,,,0,0,0.0,,,B
Q22-2240,2023-11-24,Q22-2240,64.9,,1.0,1,1,119000.0,727.0,,C
Q22-2266,2023-11-30,Q22-2266,162.3,,4.0,4,4,9330000.0,751.0,,A
Q23-2273,2023-11-28,Q23-2273,359.4,,17.0,17,12,27950000.0,,,A
Q23-2284,2023-11-23,Q23-2284,91.7,,6.0,6,6,6424000.0,,,C
Q21-1927,2023-12-27,Q21-1927,70.5,,,0,0,0.0,,,A
Q21-1949,2023-12-26,Q21-1949,92.9,,5.0,5,5,2541000.0,,,A
Q21-1950,2024-01-02,Q21-1950,99.4,,,0,0,0.0,,,C
Q22-1995,2024-01-01,Q22-1995,99.7,,,0,0,0.0,,,C
Q22-2008,2023-12-25,Q22-2008,46.4,,3.0,3,3,4940000.0,506.0,,C
Q22-2012,2023-12-28,Q22-2012,184.6,,1.0,1,1,463000.0,,,C
Q22-2019,2023-12-20,Q22-2019,170.9,,4.0,4,4,762000.0,,,C
Q22-2061,2023-12-31,Q22-2061,132.9,,21.0,21,21,29022000.0,551.0,,A
Q22-2072,2023-12-25,Q22-2072,135.9,,,0,0,0.0,561.0,,B
Q22-2132,2023-12-15,Q22-2132,101.6,,,0,0,0.0,611.0,,A
Q22-2141,2023-12-24,Q22-2141,109.2,,1.0,1,1,2400000.0,,,A
Q22-2170,2023-12-24,Q22-2170,335.6,,10.0,10,10,6364000.0,644.0,,A
Q22-2172,2023-12-23,Q22-2172,131.3,,,0,0,0.0,647.0,,C
Q22-2180,2023-12-21,Q22-2180,149.0,,3.0,3,3,124000.0,,,B
Q22-2181,2023-12-18,Q22-2181,240.2,,,0,0,0.0,,,A
Q22-2212,2023-12-22,Q22-2212,57.6,,2.0,2,1,114000.0,,,C
Q22-2217,2023-12-27,Q22-2217,137.3,,,0,0,0.0,,,A
Q22-2237,2023-12-23,Q22-2237,131.5,,2.0,2,2,462000.0,,,C
Q22-2242,2024-01-03,Q22-2242,202.6,,2.0,2,2,5372000.0,,,A
Q22-2246,2023-12-31,Q22-2246,79.9,,,0,0,0.0,,,C
Q22-2248,2023-12-18,Q22-2248,72.8,,,0,0,0.0,,,A
Q22-2250,2023-12-29,Q22-2250,379.6,,,0,0,0.0,,,C
Q22-2255,2023-12-27,Q22-2255,70.3,,,0,0,0.0,,,A
