fid,kind,sub_a,sub_b,kv,length_km,n_circuits,public_visible
L:18623:18624:138,L,18623,18624,138.0,5.397320802616144,1,True
L:18625:18626:138,L,18625,18626,138.0,13.831410082273557,1,True
L:18625:18627:138,L,18627,18625,138.0,4.62805640814683,1,True
L:18626:18629:138,L,18626,18629,138.0,23.78121378728904,1,True
L:18628:18631:138,L,18628,18631,138.0,10.109031316147504,1,True
L:18629:18630:138,L,18630,18629,138.0,9.390216352402751,1,True
L:18629:18631:138,L,18631,18629,138.0,4.499915840779181,1,True
L:18630:18631:138,L,18630,18631,138.0,12.49901148182399,1,True
L:18632:18637:138,L,18632,18637,138.0,26.076987845653285,1,True
L:18633:18634:138,L,18633,18634,138.0,13.94591271834184,1,True
L:18634:18637:138,L,18637,18634,138.0,17.189209178991867,1,True
L:18636:18637:138,L,18636,18637,138.0,9.162254126959661,1,True
L:18640:18644:138,L,18640,18644,138.0,6.3586305598799004,1,True
L:18640:18650:138,L,18640,18650,138.0,6.983302656294264,1,True
L:18641:18645:138,L,18641,18645,138.0,7.939931602680716,1,True
L:18642:18687:138,L,18687,18642,138.0,19.278734214956685,1,False
L:18642:18703:138,L,18703,18642,138.0,4.970741515047567,1,True
L:18643:18660:138,L,18643,18660,138.0,23.300100101649786,1,False
L:18643:18703:138,L,18703,18643,138.0,3.2354042004549632,1,True
L:18645:18654:138,L,18645,18654,138.0,3.6469111899596944,1,True
L:18646:18647:138,L,18646,18647,138.0,18.286095618415796,1,True
L:18647:18648:138,L,18647,18648,138.0,2.6921650005799047,1,True
L:18648:18650:138,L,18650,18648,138.0,7.0755480465214395,1,True
L:18649:18652:138,L,18652,18649,138.0,9.655987535660993,1,True
L:18650:18654:138,L,18654,18650,138.0,6.642969896651624,1,True
L:18651:18655:345,L,18651,18655,345.0,17.120322645197252,1,True
L:18652:18660:138,L,18652,18660,138.0,4.259073233901372,1,True
L:18653:18662:138,L,18662,18653,138.0,5.417442862881344,1,True
L:18653:18664:138,L,18653,18664,138.0,2.4282685227871434,1,True
L:18655:18692:345,L,18655,18692,345.0,27.188789595232528,1,True
L:18655:18707:345,L,18655,18707,345.0,63.2961119510916,1,True
L:18656:18663:138,L,18656,18663,138.0,1.9828545459112545,1,True
L:18657:18658:138,L,18658,18657,138.0,5.501336392237952,1,True
L:18658:18664:138,L,18664,18658,138.0,6.149144302125146,1,True
L:18659:18661:138,L,18659,18661,138.0,20.25333865817313,1,True
L:18659:18703:138,L,18659,18703,138.0,8.900272827037046,1,True
L:18661:19524:138,L,18661,19524,138.0,5.4176498884143145,1,True
L:18662:18663:138,L,18663,18662,138.0,6.185770035408645,1,True
L:18665:18669:138,L,18665,18669,138.0,9.68671232244992,1,True
L:18665:18671:138,L,18665,18671,138.0,18.5666616238424,1,True
L:18665:18677:138,L,18665,18677,138.0,11.480255960679175,1,True
L:18666:18670:138,L,18670,18666,138.0,8.451396102878148,1,True
L:18667:18679:138,L,18679,18667,138.0,9.785581215917054,1,True
L:18668:18669:138,L,18669,18668,138.0,5.7784400528666024,1,True
L:18671:18673:138,L,18673,18671,138.0,7.767200060946026,1,True
L:18672:18673:138,L,18672,18673,138.0,4.69081476345818,1,True
L:18674:18679:138,L,18679,18674,138.0,9.102409368968567,1,True
L:18677:18678:138,L,18678,18677,138.0,8.867226590160179,1,True
L:18682:18697:138,L,18682,18697,138.0,4.21955136112556,1,True
L:18683:18687:345,L,18683,18687,345.0,149.50798137810688,1,True
L:18683:18692:345,L,18692,18683,345.0,69.76234123089516,1,True
L:18683:19543:345,L,18683,19543,345.0,169.235678387266,1,True
L:18685:18695:345,L,18685,18695,345.0,36.23782024090164,1,True
L:18685:18704:345,L,18704,18685,345.0,45.9076480711538,1,True
L:18687:18707:230,L,18687,18707,230.0,5.807689013509784,1,True
L:18687:18707:345,L,18707,18687,345.0,5.807689013509784,1,False
L:18687:19524:230,L,19524,18687,230.0,51.28070990125115,1,True
L:18688:18699:345,L,18688,18699,345.0,3.7939845377775607,1,True
L:18689:18699:345,L,18699,18689,345.0,7.923974972771837,1,True
L:18689:18700:345,L,18689,18700,345.0,21.430828699935226,1,True
L:18691:18697:345,L,18697,18691,345.0,5.486424441068043,1,True
L:18692:18706:345,L,18706,18692,345.0,9.779955665549188,1,True
L:18694:18695:345,L,18695,18694,345.0,28.347144788366517,1,True
L:18696:18697:345,L,18696,18697,345.0,28.204438673758556,1,True
L:18696:18702:345,L,18702,18696,345.0,41.180766958097735,1,True
L:18698:18708:345,L,18708,18698,345.0,6.051405427789303,1,False
L:18706:19527:230,L,18706,19527,230.0,8.317510039594582,1,True
L:18706:19533:345,L,18706,19533,345.0,166.13128554814048,1,True
L:18707:19543:230,L,19543,18707,230.0,15.48425754634899,1,True
L:18710:18716:100,L,18710,18716,100.0,16.352105365805105,1,True
L:18710:19530:100,L,19530,18710,100.0,4.994350690966759,1,True
L:18711:18717:100,L,18717,18711,100.0,14.817229398913668,1,True
L:18711:19590:100,L,18711,19590,100.0,12.133085144112489,1,True
L:18712:18782:100,L,18782,18712,100.0,15.11735583816693,1,True
L:18712:19590:100,L,18712,19590,100.0,2.9283019474903504,1,True
L:18713:18715:100,L,18715,18713,100.0,27.927887543595418,1,True
L:18713:19472:100,L,18713,19472,100.0,13.514643064842216,1,True
L:18714:18773:230,L,18773,18714,230.0,25.978328129569935,1,True
L:18714:19494:230,L,18714,19494,230.0,67.09496701249057,1,True
L:18714:19540:230,L,18714,19540,230.0,40.111648558172924,1,True
L:18715:19277:100,L,18715,19277,100.0,15.847143502267908,1,True
L:18716:19495:100,L,18716,19495,100.0,19.084678856508447,1,True
L:18717:18720:100,L,18720,18717,100.0,18.921841637156525,1,True
L:18717:19540:100,L,19540,18717,100.0,15.895210079023457,2,True
L:18718:18719:100,L,18718,18719,100.0,20.79543391359857,1,True
L:18718:18720:100,L,18718,18720,100.0,11.044142329761259,1,True
L:18718:19470:100,L,18718,19470,100.0,53.04572994760641,1,True
L:18719:18774:100,L,18719,18774,100.0,19.655976443075733,1,True
L:18721:18722:100,L,18722,18721,100.0,6.704685624244486,1,True
L:18721:19361:100,L,19361,18721,100.0,10.5140263249467,1,True
L:18722:19510:100,L,18722,19510,100.0,24.37363557642681,1,True
L:18723:18724:100,L,18724,18723,100.0,11.995210055153894,1,True
L:18723:18725:100,L,18723,18725,100.0,10.155736292381134,1,True
L:18724:18734:100,L,18734,18724,100.0,14.09727040702956,1,True
L:18725:18726:100,L,18725,18726,100.0,7.921268053861395,1,True
L:18725:19362:100,L,18725,19362,100.0,28.518120000000636,1,True
L:18725:19525:100,L,19525,18725,100.0,19.04465754288903,1,True
L:18726:18735:100,L,18726,18735,100.0,8.727914070453696,2,True
L:18726:19571:230,L,18726,19571,230.0,47.66817151793047,1,True
L:18727:18728:100,L,18727,18728,100.0,8.454041446760774,1,True
L:18727:18731:100,L,18727,18731,100.0,21.732175280656975,1,True
L:18728:19524:100,L,18728,19524,100.0,13.641216587933766,1,False
L:18729:18730:100,L,18730,18729,100.0,7.532418406096446,1,True
L:18729:18733:100,L,18729,18733,100.0,12.910311783958674,1,True
L:18730:18732:100,L,18732,18730,100.0,13.063999821486915,1,False
L:18730:18735:100,L,18735,18730,100.0,7.755870301734662,2,True
L:18730:19461:100,L,18730,19461,100.0,29.14938209486372,1,True
L:18731:19523:100,L,18731,19523,100.0,10.571652722971471,1,True
L:18731:19526:100,L,18731,19526,100.0,33.65073895489876,1,True
L:18732:18734:100,L,18732,18734,100.0,5.5012145747372285,1,True
L:18733:19283:100,L,19283,18733,100.0,15.411957483301315,1,True
L:18733:19460:100,L,19460,18733,100.0,10.448732307937162,1,True
L:18736:18841:100,L,18736,18841,100.0,12.587167143795407,1,True
L:18736:18962:100,L,18962,18736,100.0,10.442836864685598,1,True
L:18737:18843:100,L,18843,18737,100.0,19.202116367447854,1,True
L:18737:19352:100,L,18737,19352,100.0,17.44374488829812,1,True
L:18737:19542:100,L,18737,19542,100.0,8.653480862610005,1,True
L:18738:19352:100,L,18738,19352,100.0,28.431700253564262,1,True
L:18738:19608:100,L,19608,18738,100.0,4.679068288624174,1,True
L:18739:18742:100,L,18739,18742,100.0,12.000787259023117,1,True
L:18739:19374:100,L,19374,18739,100.0,8.309465374201999,1,True
L:18740:18745:100,L,18745,18740,100.0,9.27564283425145,1,True
L:18740:19560:100,L,18740,19560,100.0,9.228205700371593,1,True
L:18741:19574:100,L,18741,19574,100.0,3.030153903844997,1,True
L:18741:19625:100,L,18741,19625,100.0,22.894258541406302,1,True
L:18742:18745:100,L,18742,18745,100.0,15.596188989550832,1,True
L:18742:18961:230,L,18742,18961,230.0,33.21753115135829,1,True
L:18742:19370:230,L,18742,19370,230.0,26.10623845266621,1,True
L:18742:19574:100,L,19574,18742,100.0,1.2585496289243612,2,True
L:18742:19622:100,L,18742,19622,100.0,20.954184201615824,1,True
L:18743:18746:100,L,18746,18743,100.0,13.798791135866068,1,True
L:18743:19622:100,L,18743,19622,100.0,11.970023309275764,1,True
L:18744:18843:230,L,18843,18744,230.0,36.50398808359642,1,True
L:18744:19620:230,L,18744,19620,230.0,15.471956916158792,1,True
L:18745:18841:100,L,18745,18841,100.0,34.87422992160162,1,True
L:18745:19622:100,L,18745,19622,100.0,9.181313707168119,1,True
L:18746:19499:100,L,18746,19499,100.0,11.058384442287007,1,True
L:18747:18750:230,L,18747,18750,230.0,35.538634019067494,1,True
L:18747:19395:230,L,18747,19395,230.0,25.310976612230075,1,True
L:18748:18749:100,L,18749,18748,100.0,7.707862896021738,1,True
L:18748:18754:100,L,18754,18748,100.0,16.101588574909908,1,True
L:18749:18752:100,L,18752,18749,100.0,12.71645231925934,1,True
L:18750:18757:230,L,18750,18757,230.0,18.16651395503514,1,True
L:18751:18756:100,L,18751,18756,100.0,9.429656691389646,1,True
L:18751:19588:100,L,18751,19588,100.0,20.481044754568803,1,True
L:18752:18755:100,L,18752,18755,100.0,17.064414277071016,1,True
L:18753:18759:100,L,18759,18753,100.0,10.949659091208916,1,True
L:18753:18825:100,L,18753,18825,100.0,12.68573088237047,1,True
L:18754:18828:100,L,18754,18828,100.0,18.482902950663174,1,True
L:18754:19273:100,L,19273,18754,100.0,13.252747338762106,1,True
L:18755:18758:100,L,18758,18755,100.0,15.712085632366007,1,True
L:18756:18759:100,L,18756,18759,100.0,9.461954077967128,1,True
L:18757:19533:230,L,18757,19533,230.0,46.16275135188788,1,True
L:18757:19579:230,L,19579,18757,230.0,23.190562676910194,1,True
L:18760:18761:100,L,18760,18761,100.0,4.0295471188606955,1,True
L:18760:18762:100,L,18760,18762,100.0,9.0093727171343,1,True
L:18760:18763:100,L,18760,18763,100.0,7.91562592693268,1,True
L:18761:18764:100,L,18761,18764,100.0,14.917128262190754,1,True
L:18763:19273:100,L,18763,19273,100.0,14.484381908871942,1,True
L:18764:19588:100,L,19588,18764,100.0,13.411271159610243,1,True
L:18765:18766:100,L,18766,18765,100.0,9.283155703634256,1,True
L:18765:18781:100,L,18781,18765,100.0,29.686447257278,1,True
L:18766:18767:100,L,18767,18766,100.0,4.476322258845307,1,True
L:18766:18876:100,L,18876,18766,100.0,7.540934443845136,1,True
L:18767:18784:100,L,18784,18767,100.0,7.254611121516692,1,True
L:18768:18877:230,L,18877,18768,230.0,35.17199011110046,1,True
L:18768:18918:230,L,18918,18768,230.0,19.068603633527307,1,True
L:18769:18779:100,L,18779,18769,100.0,18.8668047424283,1,True
L:18769:18892:100,L,18769,18892,100.0,10.713923055699807,1,True
L:18770:18887:100,L,18770,18887,100.0,24.053926780505446,1,True
L:18770:18904:100,L,18770,18904,100.0,5.428541253741533,1,True
L:18771:18780:100,L,18771,18780,100.0,6.939787512601047,1,True
L:18771:18783:100,L,18771,18783,100.0,16.94809249585265,1,True
L:18772:18877:230,L,18772,18877,230.0,35.542099907834995,1,True
L:18773:19048:230,L,19048,18773,230.0,50.6616705501241,1,True
L:18774:18775:100,L,18774,18775,100.0,4.967841832761068,1,True
L:18775:18776:100,L,18776,18775,100.0,9.798795836453932,1,True
L:18775:19277:100,L,18775,19277,100.0,22.211815789137553,1,True
L:18776:18778:100,L,18776,18778,100.0,13.629786856110723,1,True
L:18776:19041:100,L,18776,19041,100.0,17.90051840497821,1,True
L:18777:18778:100,L,18777,18778,100.0,10.215668381420155,1,True
L:18777:18911:100,L,18911,18777,100.0,16.993155348958037,1,True
L:18779:18783:100,L,18783,18779,100.0,11.70345590869938,1,True
L:18780:18879:100,L,18780,18879,100.0,11.455370239747296,1,True
L:18781:18782:100,L,18781,18782,100.0,8.169621533483253,1,True
L:18784:18879:100,L,18879,18784,100.0,5.132396530438284,1,True
L:18784:18903:100,L,18784,18903,100.0,15.233559225725731,1,True
L:18785:18884:100,L,18884,18785,100.0,5.204811777110411,1,True
L:18785:19216:100,L,19216,18785,100.0,2.7575205349135565,1,True
L:18786:19208:100,L,18786,19208,100.0,6.5685719079265565,1,True
L:18786:19211:100,L,18786,19211,100.0,3.5330026824485414,1,True
L:18787:18895:100,L,18787,18895,100.0,5.908482697787107,1,True
L:18787:19515:100,L,19515,18787,100.0,2.9110531067021856,1,True
L:18788:18791:100,L,18788,18791,100.0,6.734495744522191,1,True
L:18788:19202:100,L,19202,18788,100.0,5.851459074100346,1,True
L:18789:18798:100,L,18798,18789,100.0,7.554772682160593,1,True
L:18789:18815:100,L,18789,18815,100.0,10.614271812721553,1,True
L:18789:19202:100,L,18789,19202,100.0,7.04025933069002,1,True
L:18790:19203:100,L,18790,19203,100.0,3.4412109635622943,1,True
L:18790:19215:100,L,19215,18790,100.0,2.013018503385466,1,True
L:18791:18824:100,L,18824,18791,100.0,2.9382637898811486,1,True
L:18791:19201:100,L,18791,19201,100.0,2.263013785055529,1,True
L:18792:18793:100,L,18793,18792,100.0,3.7585963365538126,1,True
L:18792:19199:100,L,19199,18792,100.0,1.976662138405945,1,True
L:18792:19205:100,L,18792,19205,100.0,5.246754204725985,1,True
L:18793:19206:100,L,19206,18793,100.0,3.915087195330835,1,True
L:18793:19211:100,L,18793,19211,100.0,8.191643191956986,1,True
L:18794:18797:100,L,18794,18797,100.0,3.4525566212096184,1,True
L:18794:18805:100,L,18794,18805,100.0,7.857384269278932,1,True
L:18795:19429:100,L,18795,19429,100.0,12.11445592577206,1,True
L:18795:19431:100,L,18795,19431,100.0,5.64856100543831,1,True
L:18796:18813:100,L,18813,18796,100.0,3.1218468420353136,1,False
L:18796:18819:100,L,18796,18819,100.0,6.837740564271887,1,True
L:18796:19564:100,L,18796,19564,100.0,13.138404898580747,1,True
L:18797:18819:100,L,18819,18797,100.0,4.295297744758848,1,False
L:18798:18800:100,L,18800,18798,100.0,2.7987369618705524,1,True
L:18799:18821:100,L,18799,18821,100.0,5.895422720199576,1,True
L:18799:18823:230,L,18799,18823,230.0,7.983601954029032,1,True
L:18799:19580:230,L,18799,19580,230.0,9.06696121808662,1,True
L:18799:19591:100,L,19591,18799,100.0,1.134413275473379,1,True
L:18800:19591:100,L,18800,19591,100.0,6.235946487031224,2,True
L:18801:18803:230,L,18801,18803,230.0,9.808456620960293,1,True
L:18802:18804:100,L,18804,18802,100.0,4.387420793102695,1,True
L:18802:18807:100,L,18807,18802,100.0,7.079570176449692,2,True
L:18803:19580:230,L,19580,18803,230.0,9.260299275084929,1,True
L:18804:18816:100,L,18804,18816,100.0,8.467127529930842,1,False
L:18805:19555:100,L,18805,19555,100.0,3.0560563425147103,1,True
L:18806:18807:100,L,18806,18807,100.0,11.635043390570656,1,True
L:18806:18818:100,L,18806,18818,100.0,5.139967220874705,1,True
L:18807:19580:100,L,18807,19580,100.0,2.7720815443261997,2,True
L:18808:18820:100,L,18808,18820,100.0,6.226274243980137,1,True
L:18808:19575:100,L,18808,19575,100.0,14.599192724352477,1,True
L:18809:19428:100,L,19428,18809,100.0,8.084895749210105,2,True
L:18809:19433:100,L,18809,19433,100.0,17.552836034296217,1,True
L:18809:19535:230,L,18809,19535,230.0,20.57449197878226,1,True
L:18809:19564:100,L,18809,19564,100.0,3.5325754019611217,1,False
L:18810:18812:100,L,18812,18810,100.0,1.2502988898188443,1,True
L:18810:19592:100,L,18810,19592,100.0,4.166428507859123,1,True
L:18811:18812:100,L,18812,18811,100.0,3.9027733387091774,1,True
L:18811:19592:100,L,19592,18811,100.0,1.378058506949176,1,True
L:18812:18814:100,L,18812,18814,100.0,3.985788872200538,1,True
L:18813:18820:100,L,18820,18813,100.0,3.4292255550073705,1,True
L:18814:19425:100,L,19425,18814,100.0,9.774504690588772,1,True
L:18815:19561:100,L,18815,19561,100.0,6.626577514817607,1,True
L:18816:18817:100,L,18817,18816,100.0,7.7206555175845,1,True
L:18816:21962:100,L,18816,21962,100.0,4.0156923394970265,1,True
L:18817:19478:100,L,18817,19478,100.0,13.694332380335855,1,True
L:18818:19479:100,L,19479,18818,100.0,11.093512757690526,1,True
L:18820:18822:100,L,18820,18822,100.0,7.4623541665687885,1,True
L:18821:19201:100,L,18821,19201,100.0,3.587928603653461,1,True
L:18822:19575:100,L,18822,19575,100.0,0.9991089487044468,2,True
L:18823:18897:230,L,18897,18823,230.0,17.08701832032448,1,True
L:18824:19549:100,L,18824,19549,100.0,9.493505123209687,1,True
L:18825:19272:100,L,18825,19272,100.0,15.377988444175568,1,True
L:18826:18827:100,L,18826,18827,100.0,4.47922157774978,1,True
L:18826:18829:100,L,18829,18826,100.0,19.91402972567943,1,True
L:18827:19274:230,L,18827,19274,230.0,40.146884028397956,1,True
L:18827:19275:230,L,19275,18827,230.0,42.35265090805413,1,True
L:18827:19675:100,L,18827,19675,100.0,22.956402246929017,3,True
L:18827:19676:230,L,18827,19676,230.0,26.460524706871862,1,True
L:18828:19192:100,L,19192,18828,100.0,18.807457065801938,1,True
L:18829:18830:100,L,18829,18830,100.0,10.060199461540035,1,True
L:18830:18831:100,L,18830,18831,100.0,25.94177846623072,1,True
L:18830:19674:100,L,18830,19674,100.0,0.9852635706181904,1,True
L:18830:19675:100,L,19675,18830,100.0,12.76693998527885,1,True
L:18831:19272:100,L,18831,19272,100.0,18.699645944642985,1,True
L:18832:18834:100,L,18832,18834,100.0,11.790208702777436,1,True
L:18832:18845:100,L,18832,18845,100.0,12.809244231722912,1,True
L:18833:18848:100,L,18833,18848,100.0,20.632884260685778,1,True
L:18833:19350:100,L,18833,19350,100.0,24.274776270114433,1,True
L:18834:18835:100,L,18834,18835,100.0,9.55108122018137,1,True
L:18835:18858:100,L,18858,18835,100.0,11.66727153872225,1,True
L:18835:18988:100,L,18835,18988,100.0,24.329911461295712,1,True
L:18836:18840:100,L,18840,18836,100.0,5.415632361041775,1,True
L:18836:18866:100,L,18836,18866,100.0,7.142968435571244,1,True
L:18837:18840:100,L,18840,18837,100.0,10.376837570123953,1,True
L:18837:19385:100,L,18837,19385,100.0,5.393321477154693,1,True
L:18837:19436:100,L,19436,18837,100.0,13.393206304064458,1,False
L:18838:18848:100,L,18848,18838,100.0,10.924617789023625,1,True
L:18838:19349:100,L,18838,19349,100.0,10.691967948860336,1,True
L:18839:18861:100,L,18861,18839,100.0,9.086211355527244,1,True
L:18839:18862:100,L,18839,18862,100.0,17.788127254152055,1,True
L:18842:19383:100,L,19383,18842,100.0,8.814783292387466,1,True
L:18842:19570:100,L,19570,18842,100.0,9.763116150075547,1,True
L:18843:19348:230,L,19348,18843,230.0,34.67136477927746,1,True
L:18843:19499:100,L,18843,19499,100.0,16.05948173575582,1,True
L:18843:19500:100,L,18843,19500,100.0,10.293825523489433,1,True
L:18843:19570:100,L,18843,19570,100.0,4.279348860888524,1,True
L:18843:19576:500,L,18843,19576,500.0,59.09406780473152,1,True
L:18844:18858:100,L,18844,18858,100.0,19.6550874368424,1,True
L:18844:18860:100,L,18844,18860,100.0,10.717877601075365,1,True
L:18844:18868:100,L,18844,18868,100.0,6.293358664098446,1,True
L:18845:18848:100,L,18845,18848,100.0,8.188510764076307,1,True
L:18846:18847:100,L,18847,18846,100.0,4.999016655772626,1,True
L:18846:18861:100,L,18861,18846,100.0,5.017451444056744,1,False
L:18846:18864:100,L,18846,18864,100.0,15.375836095454686,1,True
L:18847:18861:100,L,18861,18847,100.0,5.83373991806163,1,True
L:18847:18989:100,L,18847,18989,100.0,39.20283070744516,1,True
L:18847:19348:230,L,19348,18847,230.0,27.293063592249457,1,True
L:18847:19353:100,L,18847,19353,100.0,42.90858169224784,1,True
L:18847:19552:230,L,18847,19552,230.0,42.464366717952615,1,True
L:18848:19351:100,L,19351,18848,100.0,20.621275543064083,1,True
