name,fid
Haysi - Totem 138 kV L,L:9265:9347:138
Peetz - Hog Bayou Energy Ctr 100 kV Cir. 1,L:22918:22929:100
L V Sutton Combined Cycle - Marys Rvier 100 kV,L:23396:23415:100
Bear Creek Dam Substation - Stanville Substation 138 kV,L:17316:17325:138
Maalaea - Top Crop 500 kV,L:24592:24606:500
Bass Lake - Northern States Flambeau 100 kV Cir. 1,L:19979:19982:100
Allens Falls Substation - Boonsboro 138 kV,L:9218:9291:138
Hp Hood Ct - Old Chapel Substation 138 kV Ckt 1,L:9318:9395:138
R D Morrow - Yadkin Substation 138 kV Circuit 1,L:9754:9757:138
Eden Prairie - Martin Dam 138 kV Cir. 1,L:7287:7331:138
Ronco - Firstenergy Ft Martin Power Sta Substation 345 kV Cir. 1,L:8280:18688:345
Wnp 1 - White Pine 138 kV Line 1,L:18652:18660:138
Luke Street - Acca 138 kV Circuit 1,L:9813:10172:138
Monta Vista - Yale 138 kV,L:16920:17385:138
Beanblossom-Sw Sta - River Rd 138 kV Line 1,L:9799:9984:138
Pineview Substation - Livingston Ridge 138 kV #1,L:6525:6573:138
N Anna - Louisa Generation Facility 345 kV,L:9643:10279:345
Gilstrap Substation - Abbe 100 kV Circuit 1,L:19943:19961:100
Bellaire Op Substation - Lockwood 100 kV Line,L:18751:19588:100
Dalton - Sepluveda 100 kV Circuit 1,L:20171:20239:100
Stone - W Fairbault Substation 138 kV Ckt 1,L:17796:17797:138
Pruntytown - Stadium Reit 138 kV Ckt 1,L:18312:18313:138
New Rd Substation - Lockhart 138 kV #1,L:10029:10030:138
Fiddyment - Santa Isabel 138 kV Cir. 1,L:6613:6814:138
Leesburg Picciola - Limestone 138 kV line,L:6671:6672:138
Hell Crk - Barceloneta 8504 100 kV Cir. 1,L:19402:19409:100
Edgemoor - Deepwater 138 kV,L:5803:8339:138
Switch - Gold Riv 138 kV,L:6231:6817:138
Highway 22 - Nrg Rockford Ii Energy Center 138 kV Ckt 1,L:9978:10021:138
Woodmont - Grant 138 kV Ckt 1,L:6345:6405:138
Makalapa - Russell 138 kV,L:17395:17401:138
New Lonon - Vlyhome Tap 1 100 kV Line,L:22980:23011:100
Chattahoochee Energy Facility - Blooming Prairie 138 kV Cir. 1,L:6539:6550:138
Blue Ridge - Tanglewilde 138 kV Circuit 1,L:9201:9225:138
Lone Pine 2 - Education 138 kV Ckt 1,L:17147:17148:138
Gable - Pisgah 100 kV #1,L:18753:18759:100
Mortan - Clinton Battery 138 kV Cir. 1,L:6452:6949:138
Skaggs Island Jct 1 - Kettleman Hills 138 kV Line 1,L:5606:5619:138
Gadsden Substation - Qechan 138 kV,L:18378:18535:138
Easy Springfield - Siloam Springs 138 kV Cir. 1,L:9400:9405:138
Fayette Plant 1 Substation - New Carlisle 100 kV,L:18866:19163:100
Ravenswood - Blue Springs 138 kV Ckt 1,L:18194:18201:138
Niland - N Intertie 100 kV Circuit 1,L:19503:19553:100
Water St - Cowlitz 138 kV Line 1,L:8181:8198:138
Chevron Kettleman - S Bloomington 138 kV Circuit 1,L:7038:7166:138
Cheraw Cash Rd - Ecoelectrica 138 kV Circuit 1,L:18444:18445:138
Wren - Bearwallow 138 kV Line 1,L:6661:6662:138
Bluff Creek - Colvard 138 kV #1,L:6039:6083:138
Speed - Berrywood 100 kV Line 1,L:18969:18983:100
Cushaw - Daytona Beach 138 kV Line 1,L:9156:9663:138
S Carlle - Belle Havn 138 kV Circuit 1,L:8955:9696:138
Burrows Crossing Rd - Santa Fe Energy 100 kV Circuit 1,L:19516:19518:100
Georgia Pacific Paper - Moize Crk 100 kV Line 2,L:23005:23499:100
Kirtland Air Force Base 3 - Paterson Rd 230 kV Line 1,L:19962:19966:230
Sulphur Springs - Bengies 138 kV #1,L:8525:9094:138
Big Crk 4 - Astro 138 kV Circuit 1,L:6230:6716:138
Frontenac - Maguire Road 100 kV,L:23185:23187:100
Jetersville - Crewe 138 kV Cir. 1,L:9504:9505:138
Eagle - Tentwood 345 kV L,L:6531:6533:345
North Allegheny Windpower Project - Harwood 345 kV Cir. 1,L:8247:8288:345
Lsp-Cottage Grove Lp - Big Riv 138 kV,L:7205:7285:138
Broadview - Hillje 138 kV Line 1,L:17610:17611:138
North Omaha - Rumford Industrial Park Substation 100 kV #1,L:24025:24039:100
Gears - Vancouver Shipyard 138 kV Ckt 1,L:9580:18145:138
E Webster - Bethpage 138 kV Cir. 1,L:8357:9033:138
Archie - St Francois 100 kV #1,L:22825:23214:100
Lebanon - Shiloh 138 kV,L:9565:9566:138
W Coshocton - Kimball Road 100 kV,L:18924:18937:100
Cambria Cogen - Whitehall Substation 138 kV Line 1,L:7619:8285:138
Beech Bluff - Tsawassen Beach Terminal 100 kV Line,L:24024:24027:100
Medtronic - Oak Green 138 kV Ckt 1,L:9822:10122:138
Bayou Chico - Plymouth 3 Substation 100 kV,L:19239:19253:100
Moreau Substation - State St 100 kV line,L:21774:21784:100
Copley - Pine 100 kV Cir. 2,L:20181:20192:100
Foreman Cement - Marlton 138 kV Cir. 1,L:5244:5254:138
Sunlake Substation - Pmaria 138 kV Line,L:6612:6795:138
Frederick - Miller 138 kV Ckt 1,L:8740:8761:138
Amps - Conowingo 345 kV Circuit 1,L:7127:9104:345
Ridgelawn - Palmer 138 kV L,L:8082:8096:138
Perry - Vly Home 100 kV Line 1,L:19665:19666:100
Bryn Mawr - Buford 138 kV Line 1,L:6448:6449:138
Seal Rock - Stent Tap 100 kV Ckt 1,L:19735:19920:100
Kennewick - Millennium Power 138 kV Ckt 1,L:7992:8109:138
Peninsula Park - South Kirkland 138 kV Line 1,L:5548:5983:138
Thomson Primary - Tivy Vly Substation 138 kV #1,L:7875:7876:138
Beaver Vly - Usk 500 kV Circuit 1,L:8273:19533:500
Norway - Nelson 100 kV Ckt 1,L:19732:19815:100
Squaw Valley - Camden 138 kV Circuit 1,L:6864:6876:138
Auburn 2 - Nelson Cable 138 kV Ckt 1,L:17177:17178:138
Richland Substation - Troy Energy Llc 500 kV line,L:20280:20309:500
Inskip - Smithtool 138 kV Ckt 1,L:16913:16914:138
Warm Springs - Wakefield Junction 138 kV,L:6604:6609:138
Kern Canyon - Columbia 138 kV Ckt 2,L:8809:8811:138
Southampton Solar Llc - Waunakee Municipal 2 138 kV Cir. 1,L:5729:5744:138
Temblor - Chalk Hills Hy 100 kV Line 1,L:22830:22917:100
Quincy - Border Steel 138 kV Circuit 1,L:6792:7102:138
Gum Springs - Friona Rural 138 kV Ckt 1,L:9847:9889:138
Alire Pnm - Huebner 100 kV #1,L:23178:23513:100
Big Eddy - Alcoa Primary 138 kV,L:5118:5127:138
Elk Garden - 2Nd St 138 kV Ckt 1,L:7190:7284:138
Blue Ridge - Tanglewilde Substation 138 kV Cir. 1,L:9201:9225:138
Hugo - Clover 138 kV Ckt 1,L:9313:9669:138
Colvard - Bluff Creek 138 kV Cir. 1,L:6039:6083:138
Lake Hemet - Wabash 100 kV #1,L:22674:22742:100
Jack County - Sells 138 kV,L:5610:5638:138
Devil'S Slide - Kennewick 138 kV Ckt 1,L:7994:8109:138
Hwy 87 & S. Selwyn Rd - South Bradley 100 kV #1,L:22865:22869:100
D'Hanis - Rothwood 138 kV #1,L:7756:8162:138
Bayou Macus - Sixth St 138 kV Circuit 1,L:8054:8055:138
Lime Creek Substation - Chub Lake Substation 138 kV Line 1,L:10044:10047:138
Mcknney - Stafford Junction 100 kV Ckt 1,L:18828:19192:100
W Richfield - Brush 100 kV line,L:19805:19820:100
Linden Cogen Plant - Graysn 138 kV line,L:5968:6000:138
Armawalk - Bell 138 kV Circuit 1,L:8218:8224:138
Walter Hardman - Russellville 138 kV #1,L:7482:7487:138
Beaumont - Eustis 100 kV Ckt 1,L:19324:19326:100
Unibon 9501 - Calumet Energy Team Llc 100 kV #1,L:22332:22948:100
Todd - Forest Grove 100 kV #1,L:19628:19629:100
Lake Park - Bowman 138 kV Ckt 1,L:5368:5429:138
Denton Dr - Ramos 138 kV,L:6762:6774:138
Vilas Road - Ti-Corner 100 kV #2,L:22817:23092:100
Lower Granite - Rock Tavern 2 100 kV Circuit 1,L:22965:22967:100
Versailles Peaking - Roeder 100 kV Ckt 1,L:18962:19593:100
Denmark - Sand Dock 100 kV,L:19935:19945:100
Carntown - Cooper Ranch 138 kV Cir. 1,L:17045:17050:138
Story City - Anson County Generation Facility 100 kV Cir. 1,L:19649:19660:100
Morgan Communit Solar - Wheatland Sta 138 kV Line 1,L:6880:6933:138
East Franklin - Hood Mesa 138 kV Circuit 1,L:18284:18403:138
Wanut-Engle Tap - Alibates 138 kV Ckt 1,L:17027:17029:138
Bogalusa - Cimarron 138 kV,L:5278:5958:138
Hanville - Rockport 138 kV Circuit 1,L:7261:7428:138
Bluff - Palm Canyon Substation 138 kV Ckt 1,L:7882:7892:138
Ravenna - Benndale 230 100 kV Cir. 1,L:20097:20106:100
Tropical - Kendall 138 kV #1,L:7731:7733:138
Cedarville - Annacis Island 138 kV Cir. 1,L:6446:6947:138
Frostburg 1 - Mt Angel 138 kV Line 1,L:8402:18392:138
Hi Desert - Freeway Park 138 kV Ckt 1,L:5537:5538:138
Marengo-Sprr - Edens Ridge 138 kV #1,L:6988:7150:138
Caribou Generation Sta - North Shore Beach 100 kV Circuit 1,L:19853:19932:100
Northwest Texarkana - Lysander 138 kV Ckt 1,L:5154:5155:138
Chesapeake Energy Ctr - Elizabeth Riv Power Station 138 kV,L:10130:10269:138
Portage Lakes - Water 230 kV Line 1,L:20086:20203:230
Linden Cogen Plant - Grayson 138 kV Line 1,L:5968:6000:138
Forsyth - Cold Spring Rd 138 kV Cir. 1,L:7432:7434:138
Warrington - Denton Dr 345 kV Ckt 1,L:6157:6762:345
Pierce - Silver Grove 100 kV,L:18875:19261:100
Gentilly Rd - Lea National 138 kV Ckt 1,L:8829:8830:138
Innovation - Odesa 100 kV Cir. 1,L:19200:19206:100
Eagle - Safe Harbor 500 kV,L:6533:7175:500
Winstn - Middlesboro 100 kV,L:22785:23428:100
Whitehurst - Walla Walla 138 kV,L:6030:8614:138
Lion Mtn - Cottonwood Crk 100 kV Line 1,L:20257:20312:100
Omro - Villa Mar 2 1658 138 kV #1,L:8600:8976:138
Tocoi - Jm Manufacturing 100 kV Ckt 1,L:19745:20285:100
Gosling - Rancho Santa Fe 100 kV,L:19013:19028:100
Reasnor - Young Rw 100 kV Line 1,L:22812:23392:100
Lucerne - Deerfield 5 100 kV,L:19222:19232:100
Orangevale - Three Points 138 kV Line 1,L:7739:7783:138
Eden Prairie - Martin Dam 138 kV,L:7287:7331:138
Talenenergy Martins Crk Llc Lock Haven Substation - Tropical 138 kV Line 1,L:7161:7731:138
Hugo Substation - White Creek 138 kV Circuit 1,L:9313:9477:138
Juniata - Cully 138 kV Ckt 1,L:6836:6838:138
Pawling - Maricopa 100 kV Line 1,L:20149:20179:100
Nm Potash 1 - Church 138 kV Circuit 1,L:9175:9179:138
T.R.A - Interstate 100 kV Line 1,L:19024:19025:100
Mout Tom - Rochester 345 kV Line 1,L:5755:5924:345
Harewood - Indian 345 kV Ckt 1,L:8680:9846:345
Wixom - Shell 138 kV L,L:5646:5648:138
Kettleman Hills - Hobe 138 kV Line 1,L:5606:5736:138
Napoleon Peaking Station - Richland 230 kV,L:20267:20309:230
Bethpage - Ss3140 138 kV Line 1,L:8357:8375:138
Orange Park - Terra Bella 138 kV #1,L:5545:5950:138
Allen Junction - Kitty Hawk 100 kV Line 1,L:19980:19993:100
Western Sugar Coop - Scottsbluff - Heber 138 kV #1,L:9939:10255:138
Sykes Road - Muddy Ridge 100 kV #1,L:18972:19539:100
Stuat - Zenith 138 kV line,L:7020:7021:138
Kimball Rd - New Spackenkill 100 kV Ckt 1,L:18937:18980:100
Spanish Crk - Montpelier Electric Generating Station 500 kV Cir. 1,L:20269:22708:500
Badoura 11534 Kv - Peytona 138 kV,L:17924:17941:138
Hudson - St. John 138 kV,L:3350:6956:138
Hilltop Tap - Duckabush 138 kV Line 1,L:6357:6379:138
Kingswood - De Zavala Rd 138 kV Cir. 1,L:8710:8966:138
Whitehurst Substation - Oliver Dam 138 kV Circuit 1,L:8614:8632:138
Holly Hill - Don Marquis 2 100 kV line,L:19475:19490:100
Willey Battery Utility - Stevens Drive 100 kV,L:19217:19266:100
Apra Hts - Edwardsport Sta 138 kV #1,L:5630:5645:138
Caldwell - Nashville 138 kV #1,L:6349:6840:138
Endako Cust - Maguire Rd 100 kV Ckt 3,L:23171:23187:100
Berrien Springs - Cambria 100 kV Circuit 2,L:21710:22596:100
Pg Pulp - W Jordan 138 kV,L:6323:6973:138
S Manchester - Earl F Wisdom 138 kV Ckt 1,L:8462:8502:138
Sta 204 - Crown 100 kV,L:22861:22998:100
Asheville - Branchville 138 kV line,L:8922:9073:138
Keowee - Vaseux 138 kV Cir. 1,L:18351:18353:138
Thomas - Key Biscayne 100 kV Ckt 1,L:18879:18880:100
Alire Pnm - Red Butte Substation 100 kV Line 1,L:23178:23239:100
Power Inn-Geneva Pointe - Nottingham 100 kV Ckt 1,L:19740:19919:100
Picante - Yellow Crk 100 kV #1,L:18849:19582:100
Nelson Road - Tri-Corner Substation 100 kV Cir. 1,L:22832:23092:100
Plant Avenue - Conowino 345 kV Line 1,L:8516:9104:345
Joliet 29 Substation - Sunet Point 230 kV #1,L:23449:23496:230
Mar Substation - Riviera 138 kV Circuit 1,L:16490:16884:138
Canal Rd - Chartley Pond Substation 230 kV,L:19643:20303:230
Bellaire Op - Lockwood 100 kV Line,L:18751:19588:100
Shadow - Tipton 138 kV Circuit 1,L:5158:5329:138
Phelan - Cluff 138 kV L,L:18102:18106:138
Rapides Substation - San Andres 230 kV Line 2,L:23095:23140:230
Baker St - Heffley Tap 138 kV Cir. 1,L:9101:18391:138
Ojo - Stanford 138 kV Circuit 1,L:18601:18603:138
Turkey Ford - San Lorenzo 138 kV Line,L:6834:6837:138
Morgantown Energy Facility - Mclelan 138 kV #1,L:18428:18689:138
Kendall County Generation Facility - Dresden Generating Sta 100 kV Circuit 2,L:23255:23508:100
Marys River - Fitchburg 100 kV line,L:18933:20236:100
W Mount Vernon - Strawton 100 kV Circuit 1,L:20119:20268:100
Beatrice - Aneth 100 kV,L:19797:20279:100
Groton Muni - Ustick 100 kV Circuit 2,L:22907:23504:100
Bullard - Wasco 138 kV Cir. 1,L:7232:8243:138
Flatwood - Hutchinson Plant 2 345 kV,L:5890:5943:345
Lenape - Victora 138 kV #1,L:6261:6296:138
Eustis - Earleys 100 kV Line 1,L:19326:19330:100
Lucas Co - Devola 100 kV Ckt 1,L:18731:19526:100
Brigham Rd - Kidd No. 1 138 kV L,L:17587:17589:138
Acb Energy Parntners Llc - Mtf Cogen - Cardiff 345 kV Line,L:5131:5995:345
Central Avenue - Ritchie 138 kV Ckt 1,L:8933:8972:138
Lester - Keith 100 kV L,L:19722:19779:100
Moreno Tap - Flax Hill 230 kV,L:22849:22886:230
Takelma Substation - Tanglewilde 138 kV Cir. 1,L:9201:9202:138
Jax Hts - Progress Energy Clermont Substation 100 kV,L:22844:23518:100
Mcadams - Interbay 100 kV Cir. 1,L:19218:19251:100
Northeastern - Pantex South 138 kV Ckt 1,L:8231:8232:138
Du Pont - Taos 138 kV L,L:9342:17625:138
South Akron - Water 100 kV Cir. 2,L:20197:20203:100
W Millersport Substation - Westrock Hodge La 100 kV,L:19008:19009:100
Glen Carter - Forge 2 138 kV Circuit 1,L:6638:6654:138
Cottonwood - Harmony 138 kV #2,L:8325:8326:138
Redmond - Washington Avenue Substation 100 kV Cir. 1,L:18830:19674:100
San Angelo Ben Ficklin - J K Smith 138 kV Cir. 1,L:17211:17835:138
Kendall County Generation Facility - Yabucoa Substation 100 kV #1,L:23255:23258:100
22N St - Wansley Combined Cycle 138 kV Line 1,L:9351:9359:138
Flambeau Solar Partners - Estacada 100 kV Line 1,L:19100:19102:100
Shady Oaks Wind Farm - Richardson Woodhaven Substation 500 kV Cir. 1,L:23510:23527:500
Tokoma - Seek Lane 138 kV,L:8688:8709:138
Beanblossom-Sw Sta - Riv Rd 138 kV Line 1,L:9799:9984:138
Pearsall Power Plant - E Krok 138 kV,L:9333:9334:138
Prosser - Cataract Hydro 100 kV Line 1,L:22846:22850:100
Prffit Substation - Gordonsville 138 kV,L:9124:9130:138
Met Ctr - Enterprise 138 kV Ckt 1,L:8328:8330:138
Freeman Dp - Terra Bella 138 kV #1,L:5502:5545:138
Surry - Toano 345 kV #1,L:10014:10295:345
Delaney - Kieler 138 kV Circuit 1,L:6478:8104:138
Mcknights - Krumroy 100 kV,L:20175:20191:100
Girvan Substation - Ashfield 138 kV Cir. 1,L:9559:9567:138
Lea National - E Hartford Substation 138 kV L,L:8830:8985:138
Ge Alachua - Colorado Riv 138 kV Ckt 1,L:6475:6701:138
Pipers Gap - Carl Bailey 138 kV,L:6065:6527:138
Embarcadero - Kellerville 138 kV Line 1,L:5639:5653:138
Clear Crossing - Castalia 100 kV #1,L:19850:20072:100
Duval - Mezerott Road 138 kV Ckt 1,L:8867:8931:138
Llanerch - Sandpiper 138 kV Line 1,L:6453:6469:138
Palm Springs - N Network Substation 138 kV #1,L:9133:9418:138
Jefferson Tap Substation - Earlimart Substation 138 kV Circuit 1,L:5917:6922:138
Internationalpaper Red Riv Mill - Ochiltree 138 kV #1,L:6038:6044:138
Sicamous - Harper 100 kV L,L:21794:21808:100
Arco Western Energy - Blue Racer 100 kV Line 1,L:19348:19349:100
Sherman St - Mexico Intertie 100 kV #1,L:23128:23223:100
Skungamaug - Barnhart Substation 138 kV #1,L:9336:9520:138
Beltsville - Geismar Cogen 138 kV Cir. 1,L:8833:8959:138
Newport News - Tamarisk 138 kV,L:9959:10094:138
Bullard - Bristol - Hewitt Rd 138 kV Circuit 1,L:7232:8227:138
Tamuning - Oxanna 100 kV Cir. 1,L:19689:19694:100
Whittemore - Leetonia 138 kV,L:17972:19685:138
Urbana Perkins Rd - Philip 138 kV Line 1,L:7517:7631:138
Hogback - Dynegy Oaklan Power Plant 138 kV Line,L:7600:7618:138
Beewah - Yards Crk 138 kV #1,L:5883:5972:138
Soldotna - White Sands Missile Range 138 kV #1,L:18507:18508:138
Conair - Tupman 138 kV Ckt 1,L:17602:17605:138
Bruceville - Morrison Lane 100 kV Line 1,L:23139:23451:100
Ojus - Eight Flags Energy 138 kV,L:6035:6063:138
Ball - Deluce 138 kV Line 1,L:18379:18385:138
H Allen Franklin Combined Cycle - Cantil 138 kV,L:17988:18334:138
Mcgulpin - Clyde Hill 100 kV Line 1,L:19899:20130:100
Clinton Lfgte Facility - Richlands 138 kV Cir. 1,L:18192:18196:138
Edwards St - N Cambridge 100 kV L,L:23087:23444:100
Orick Substation - Batavia Power Plant 138 kV,L:17674:17764:138
Martel - Ft Davis 138 kV line,L:6114:6129:138
Mishicot - Bodcau Rd 100 kV Cir. 1,L:19196:19197:100
Lake Ida - Capsule 100 kV,L:23330:23494:100
Warrington - Forest City Light Plant 345 kV,L:6157:6200:345
Bi Crk 4 - Switch 138 kV Cir. 1,L:6230:6231:138
Clifton Forge Substation - Humbug 138 kV #1,L:9139:9140:138
East Longmeadow - Timberwolf 138 kV Circuit 1,L:9141:9149:138
Puddledock Rd - Eulid 138 kV,L:7311:7343:138
Scot - Rocky Rd Power Llc 230 kV #1,L:23015:23495:230
Garrott - Rosedale 138 kV #1,L:17445:17446:138
Rossville - Culleoka 138 kV Ckt 1,L:8679:8682:138
Tch Ctr - Weleetka 100 kV #1,L:22031:22579:100
Grs Richmond - Valmy 100 kV Ckt 1,L:19301:19304:100
Scot - Itasca 100 kV Ckt 1,L:22989:23015:100
Imc 3 - Livonia Avenue 100 kV Circuit 1,L:23337:23362:100
Ft Churchill - Fort Myers 138 kV #1,L:17392:17393:138
Brodhead - Arcata 138 kV Circuit 1,L:6599:6601:138
Hickory Forest - Fairground 138 kV Line 1,L:5887:5929:138
Gleneden - Coffeeville 138 kV Ckt 1,L:10287:10296:138
Rose Garden - Poncha Substation 138 kV,L:6337:6789:138
Sunrise - Storage Tek I 100 kV Circuit 3,L:22933:22971:100
Medicine Lake - Boost 100 kV Line 1,L:18794:18797:100
Penrose - Municipal Light 138 kV Ckt 1,L:6928:6930:138
Wiccopee - Tony Lappos 138 kV Ckt 1,L:9875:10158:138
Texum Substation - W Drien 138 kV L,L:5338:5341:138
Tulsa N - Norris Dam 138 kV #1,L:7761:7763:138
Johnstown Substation - Wasson Switching 138 kV Ckt 1,L:7607:7610:138
Owens Brockway - Tonopah 138 kV Cir. 1,L:7380:7477:138
Limerick - Arden 138 kV Line,L:6074:6243:138
Hostos 5011 - Zamora 138 kV Line 1,L:7258:7259:138
Rapides - Turley 230 kV Ckt 1,L:23140:23161:230
Huntington Beach - Goddard Steam Plant 138 kV Line 1,L:8665:9072:138
Big Bend - Cherry Run 138 kV Circuit 1,L:9025:9026:138
Grandfather Falls - Harwood 138 kV Cir. 1,L:7632:8247:138
Tap - Montgomery Village 138 kV Cir. 2,L:8849:8869:138
Dafter - South Christianburg 138 kV Line 1,L:9926:9928:138
Plano - Fuller Road Substation 138 kV Ckt 2,L:10157:10198:138
Universiity - Meadow Lake Wind Farm Llc 138 kV #1,L:9282:9466:138
Vincent - Mars Hill 100 kV Circuit 1,L:23296:23298:100
Ferguson Avenue - Winthrop 100 kV #1,L:22338:22943:100
Sawyer Ave - Givens Pioneer Coop 100 kV line,L:23218:23252:100
Onion Creek - Kramer 138 kV Line 1,L:8755:9014:138
Manville - Keystone Substation 138 kV #1,L:7435:8266:138
New London Avenue - Santiam 138 kV L,L:17781:17783:138
Halls Flat - Fort Davis 138 kV Ckt 1,L:6129:6130:138
Haysi Substation - Tom Watkins 138 kV,L:9265:17759:138
Floresville - Marlette 138 kV Line 1,L:7648:7651:138
Vina - Days Creek 138 kV Ckt 1,L:18245:18252:138
Aerpuerto - Middle Station 138 kV Ckt 1,L:5333:5974:138
Independent Hill D.P - Baseline 138 kV Line 1,L:10149:10152:138
Fenner - San Andres 100 kV Line 2,L:23026:23095:100
Juiper - Gerald Andrus Sta 100 kV Cir. 1,L:19727:19772:100
Solstice - Laurel Dam 138 kV,L:17604:17865:138
Bengies - Sulphur Springs 138 kV Line 2,L:8525:9094:138
Carrcroft - Amargosa Substation 138 kV Line 1,L:5800:8388:138
Ellerbe Road Substation - Forward 138 kV Circuit 1,L:9872:9903:138
Hirsch Rd - Edge Moor 138 kV,L:7660:7718:138
Walpole - Saratoga 138 kV Ckt 1,L:8995:9000:138
Scanlon - Michigamme Falls Hy 138 kV Cir. 1,L:7178:7218:138
Palo Verde - Knob 138 kV Cir. 1,L:8164:8173:138
W Fork - Hotchkiss 138 kV L,L:17574:17581:138
Crete Energy Venture Llc - University Park N 230 kV #1,L:23480:23505:230
Coast Guard 7005 - Straits Substation 138 kV Circuit 1,L:6075:6285:138
Bark Riv - Revere Co 100 kV #1,L:23885:24570:100
Colby City Of Substation - Savona 100 kV Ckt 1,L:20162:20163:100
San Andreas Tap Substation - Industrial Way 138 kV #1,L:5587:5650:138
Fall Riv - White Heath 100 kV,L:23147:23525:100
Picadilly - W Sparta 100 kV L,L:23148:23165:100
Cumberland Wi - Texsul 100 kV Circuit 1,L:18900:19220:100
Pittsford Substation - Line Creek 100 kV Line 3,L:22970:22974:100
St. Charles Power Plant - Progressive 100 kV,L:19734:19928:100
Ellis - Lawson Rd 100 kV Line 1,L:20015:20037:100
Omro - Burns Lae 138 kV Line 1,L:8600:8603:138
Del Rosa - Moser Generating Sta 138 kV Circuit 1,L:6283:7172:138
Keystone Hts Electric - Amps 345 kV,L:7127:8783:345
E Marysvile - Sugarloaf 100 kV Circuit 1,L:18854:18856:100
Landmark - Como Lake 100 kV Cir. 1,L:19479:19481:100
Colora - Guayanes 2902 138 kV Circuit 1,L:8648:8649:138
North Little Rock Levy - Us Ord Depot-Herlong 138 kV Cir. 1,L:16944:16945:138
John Day - Avola 100 kV #1,L:19519:19532:100
Main Line - Tristate 345 kV,L:17992:18705:345
Sun Prairie - S Jackson 100 kV Ckt 1,L:22872:22934:100
Mukonago - Reenergy Ashland 138 kV Cir. 1,L:7929:8061:138
Hartford City - W Hill 100 kV Cir. 1,L:21835:22225:100
Boyntonville - Visalia 138 kV L,L:6165:7136:138
Alberta - Garland 138 kV Cir. 1,L:7741:7766:138
Monroe Central - Octol 138 kV Ckt 1,L:5205:5207:138
Nw Term - Henagar 100 kV,L:22888:23492:100
Central Florida - Westcoast Cellufibre 100 kV Cir. 1,L:18926:19190:100
Mohicanville - Southwind 138 kV,L:18473:18486:138
Albatross - Cherrydale 138 kV,L:8706:9717:138
4Th Avenue N - National 138 kV Cir. 1,L:10235:10236:138
Hewett Substation - Main St 138 kV,L:17930:18295:138
6Th South - Ucsd Substation 138 kV,L:8489:8802:138
Vfw Park - Limestone 345 kV Line 1,L:6648:6671:345
Appleway - Frost Bridge Substation 138 kV Cir. 1,L:16917:16927:138
Vilas - Arrowhead Lake 138 kV #1,L:16192:16831:138
Three Lakes - Callender 138 kV Circuit 1,L:17890:17898:138
Anatolia - Hughson 138 kV,L:10085:10086:138
